location_id,location_name,iso3,level,year,the_total_mean,the_total_lower,the_total_upper,the_total_ppp_mean,the_total_ppp_lower,the_total_ppp_upper,ghes_total_mean,ghes_total_lower,ghes_total_upper,ghes_total_ppp_mean,ghes_total_ppp_lower,ghes_total_ppp_upper,ppp_total_mean,ppp_total_lower,ppp_total_upper,ppp_total_ppp_mean,ppp_total_ppp_lower,ppp_total_ppp_upper,oop_total_mean,oop_total_lower,oop_total_upper,oop_total_ppp_mean,oop_total_ppp_lower,oop_total_ppp_upper,dah_total_mean,dah_total_ppp_mean,the_per_cap_mean,the_per_cap_lower,the_per_cap_upper,the_per_cap_ppp_mean,the_per_cap_ppp_lower,the_per_cap_ppp_upper,ghes_per_cap_mean,ghes_per_cap_lower,ghes_per_cap_upper,ghes_per_cap_ppp_mean,ghes_per_cap_ppp_lower,ghes_per_cap_ppp_upper,ppp_per_cap_mean,ppp_per_cap_lower,ppp_per_cap_upper,ppp_per_cap_ppp_mean,ppp_per_cap_ppp_lower,ppp_per_cap_ppp_upper,oop_per_cap_mean,oop_per_cap_lower,oop_per_cap_upper,oop_per_cap_ppp_mean,oop_per_cap_ppp_lower,oop_per_cap_ppp_upper,dah_per_cap_mean,dah_per_cap_ppp_mean,ghes_per_the_mean,ghes_per_the_lower,ghes_per_the_upper,ppp_per_the_mean,ppp_per_the_lower,ppp_per_the_upper,oop_per_the_mean,oop_per_the_lower,oop_per_the_upper,dah_per_the_mean,dah_per_the_lower,dah_per_the_upper,the_per_gdp_mean,the_per_gdp_lower,the_per_gdp_upper,ghes_per_gdp_mean,ghes_per_gdp_lower,ghes_per_gdp_upper,ppp_per_gdp_mean,ppp_per_gdp_lower,ppp_per_gdp_upper,oop_per_gdp_mean,oop_per_gdp_lower,oop_per_gdp_upper,dah_per_gdp_mean,dah_per_gdp_lower,dah_per_gdp_upper,cluster
186,Seychelles,SYC,Country,2021,92069,89870,94369,180033,175732,184531,70580,68902,72379,138013,134732,141530,1330,1097,1592,2601,2145,3114,20159,18824,21625,39419.0,36810,42286,0,0,872,851,893,1705,1664,1747,668,652,685,1307,1276,1340,13,10,15,25,20,29,191,178,205,373,349,400,0,0,0.767,0.753,0.779,0.014,0.012,0.017,0.219,0.206,0.233,0.0,0.0,0.0,0.051,0.044,0.06,0.039,0.034,0.046,0.001,0.001,0.001,0.011,0.009,0.013,0.0,0.0,0.0,0
217,Sierra Leone,SLE,Country,2021,432631,401465,462872,1811534,1681031,1938161,72884,55613,92593,305183,232865,387711,1125,560,1941,4709,2346,8127,166440,141638,191305,696925.0,593072,801043,192183,804716,49,45,52,204,189,218,8,6,10,34,26,44,0,0,0,1,0,1,19,16,22,79,67,90,22,91,0.168,0.133,0.206,0.003,0.001,0.004,0.384,0.345,0.423,0.445,0.415,0.479,0.106,0.098,0.114,0.018,0.013,0.023,0.0,0.0,0.0,0.041,0.035,0.047,0.047,0.046,0.048,0
69,Singapore,SGP,Country,2021,25027727,24428462,25645310,38552926,37629813,39504256,15821891,15303955,16365080,24372177,23574344,25208910,3621405,3428048,3824785,5578443,5280594,5891732,5584431,5340483,5869819,8602305.0,8226526,9041920,0,0,4371,4266,4479,6733,6572,6899,2763,2673,2858,4256,4117,4402,632,599,668,974,922,1029,975,933,1025,1502,1437,1579,0,0,0.632,0.621,0.643,0.145,0.137,0.153,0.223,0.213,0.233,0.0,0.0,0.0,0.055,0.052,0.059,0.034,0.032,0.037,0.008,0.007,0.009,0.012,0.011,0.013,0.0,0.0,0.0,1
54,Slovakia,SVK,Country,2021,8805099,8522884,9109099,16643306,16109866,17217923,7020854,6779970,7286214,13270744,12815429,13772326,73000,47638,105572,137984,90046,199551,1711245,1571534,1889456,3234578.0,2970497,3571429,0,0,1622,1570,1678,3066,2968,3172,1294,1249,1342,2445,2361,2538,13,9,19,25,17,37,315,290,348,596,547,658,0,0,0.797,0.781,0.811,0.008,0.005,0.012,0.194,0.18,0.21,0.0,0.0,0.0,0.078,0.075,0.081,0.062,0.06,0.064,0.001,0.0,0.001,0.015,0.014,0.017,0.0,0.0,0.0,3
55,Slovenia,SVN,Country,2021,5547500,5399892,5696844,9484505,9232142,9739836,4070723,3923606,4219959,6959674,6708149,7214821,761101,731127,796509,1301246,1250000,1361783,715677,699163,732265,1223585.0,1195351,1251946,0,0,2677,2606,2749,4577,4456,4701,1965,1894,2037,3359,3237,3482,367,353,384,628,603,657,345,337,353,591,577,604,0,0,0.734,0.724,0.743,0.137,0.131,0.143,0.129,0.125,0.133,0.0,0.0,0.0,0.096,0.094,0.099,0.071,0.068,0.073,0.013,0.013,0.014,0.012,0.012,0.013,0.0,0.0,0.0,3
28,Solomon Islands,SLB,Country,2021,107922,98644,117746,113791,104008,124150,55639,46874,65312,58665,49423,68864,7,0,16,8,0,17,2875,2011,3882,3031.0,2121,4093,49401,52087,158,145,173,167,153,182,82,69,96,86,72,101,0,0,0,0,0,0,4,3,6,4,3,6,72,76,0.515,0.47,0.555,0.0,0.0,0.0,0.027,0.019,0.035,0.459,0.42,0.501,0.066,0.061,0.073,0.034,0.029,0.04,0.0,0.0,0.0,0.002,0.001,0.002,0.03,0.03,0.031,0
187,Somalia,SOM,Country,2021,387327,344038,437818,1013597,900315,1145729,38509,27394,51440,100775,71688,134614,615,302,1073,1608,791,2809,138171,96153,187776,361580.0,251622,491391,210032,549633,18,16,20,47,42,53,2,1,2,5,3,6,0,0,0,0,0,0,6,4,9,17,12,23,10,25,0.099,0.072,0.13,0.002,0.001,0.003,0.355,0.277,0.431,0.544,0.48,0.61,0.028,0.024,0.031,0.003,0.002,0.004,0.0,0.0,0.0,0.01,0.007,0.013,0.015,0.014,0.016,0
196,South Africa,ZAF,Country,2021,33855347,31974193,35848107,79660390,75234102,84349280,19739352,18405348,21035997,46445972,43307108,49496930,10769326,9450116,12153975,25339828,22235777,28597858,1842109,1457921,2250328,4334414.0,3430434,5294940,1504560,3540175,598,565,633,1407,1329,1490,349,325,371,820,765,874,190,167,215,447,393,505,33,26,40,77,61,94,27,63,0.583,0.555,0.611,0.318,0.289,0.347,0.054,0.044,0.067,0.044,0.042,0.047,0.09,0.085,0.095,0.052,0.049,0.056,0.029,0.025,0.032,0.005,0.004,0.006,0.004,0.004,0.004,0
435,South Sudan,SSD,Country,2021,599074,571395,634020,467330,445738,494591,76710,59684,96668,59841,46559,75410,26364,17034,39079,20567,13288,30485,111445,90051,136355,86937.0,70247,106369,384555,299987,62,59,66,49,46,51,8,6,10,6,5,8,3,2,4,2,1,3,12,9,14,9,7,11,40,31,0.128,0.103,0.157,0.044,0.029,0.065,0.186,0.154,0.221,0.642,0.607,0.673,0.107,0.043,0.191,0.014,0.005,0.025,0.005,0.002,0.01,0.02,0.007,0.037,0.068,0.028,0.12,0
92,Spain,ESP,Country,2021,142182838,138847675,145514300,227510913,222174222,232841684,101752773,98519187,105062457,162817586,157643431,168113508,10557626,9928338,11231596,16893566,15886623,17972005,29872439,29162303,30639498,47799762.0,46663453,49027156,0,0,3115,3042,3188,4984,4868,5101,2229,2158,2302,3567,3454,3683,231,218,246,370,348,394,654,639,671,1047,1022,1074,0,0,0.716,0.708,0.724,0.074,0.07,0.079,0.21,0.204,0.217,0.0,0.0,0.0,0.11,0.108,0.113,0.079,0.076,0.081,0.008,0.008,0.009,0.023,0.023,0.024,0.0,0.0,0.0,3
17,Sri Lanka,LKA,Country,2021,3832324,3533393,4143200,16360537,15084375,17687693,1558248,1341079,1812276,6652300,5725188,7736768,199575,127184,306714,852003,542959,1309390,1455677,1260515,1683712,6214415.0,5381251,7187916,618825,2641819,172,159,186,734,677,794,70,60,81,298,257,347,9,6,14,38,24,59,65,57,76,279,241,323,28,119,0.406,0.365,0.45,0.052,0.034,0.077,0.38,0.339,0.423,0.162,0.149,0.175,0.047,0.043,0.05,0.019,0.016,0.022,0.002,0.002,0.004,0.018,0.015,0.021,0.008,0.007,0.008,0
522,Sudan,SDN,Country,2021,1297402,1173163,1442614,7834985,7084710,8711919,270532,216080,330295,1633739,1304903,1994647,59221,33517,95412,357634,202407,576192,557454,448830,689604,3366452.0,2710473,4164506,410195,2477159,30,27,33,180,163,200,6,5,8,38,30,46,1,1,2,8,5,13,13,10,16,77,62,96,9,57,0.209,0.171,0.247,0.046,0.027,0.07,0.429,0.375,0.485,0.317,0.284,0.35,0.034,0.024,0.044,0.007,0.005,0.01,0.002,0.001,0.003,0.015,0.01,0.02,0.011,0.008,0.013,0
118,Suriname,SUR,Country,2021,200219,186507,216202,615945,573760,665112,119077,108792,129422,366322,334682,398148,26507,20080,34133,81546,61774,105004,48302,41100,55889,148593.0,126438,171934,6334,19484,345,321,372,1061,988,1146,205,187,223,631,577,686,46,35,59,140,106,181,83,71,96,256,218,296,11,34,0.595,0.561,0.631,0.132,0.102,0.164,0.241,0.213,0.272,0.032,0.029,0.034,0.062,0.057,0.069,0.037,0.033,0.041,0.008,0.006,0.011,0.015,0.013,0.018,0.002,0.002,0.002,0
93,Sweden,SWE,Country,2021,64405690,62320399,66652862,75754727,73301983,78397876,55365419,53195280,57544872,65121454,62568911,67684952,633019,603018,667556,744564,709277,785187,8407252,8141561,8684539,9888708.0,9576199,10214856,0,0,6210,6009,6427,7305,7068,7560,5339,5129,5549,6280,6033,6527,61,58,64,72,68,76,811,785,837,954,923,985,0,0,0.86,0.853,0.865,0.01,0.009,0.01,0.131,0.125,0.137,0.0,0.0,0.0,0.113,0.109,0.117,0.097,0.093,0.101,0.001,0.001,0.001,0.015,0.014,0.015,0.0,0.0,0.0,1
94,Switzerland,CHE,Country,2021,92793439,91253170,94299127,85440808,84022585,86827191,33536341,33034495,34106659,30879037,30416956,31404165,38187568,36943083,39453638,35161717,34015841,36327468,21069530,20731988,21455957,19400054.0,19089257,19755861,0,0,10361,10189,10529,9540,9382,9695,3745,3689,3808,3448,3396,3507,4264,4125,4405,3926,3798,4056,2353,2315,2396,2166,2131,2206,0,0,0.361,0.355,0.367,0.412,0.403,0.419,0.227,0.222,0.232,0.0,0.0,0.0,0.113,0.111,0.115,0.041,0.04,0.041,0.046,0.045,0.048,0.026,0.025,0.026,0.0,0.0,0.0,2
153,Syrian Arab Republic,SYR,Country,2021,801631,682347,941287,122286510,104090093,143590641,309520,221385,410464,47216446,33771647,62615102,12588,6213,21953,1920255,947720,3348840,299764,217227,392872,45728179.0,33137356,59931444,179758,27421630,57,49,67,8708,7412,10225,22,16,29,3362,2405,4459,1,0,2,137,67,238,21,15,28,3256,2360,4268,13,1953,0.385,0.307,0.479,0.016,0.008,0.027,0.373,0.288,0.451,0.226,0.191,0.263,0.041,0.034,0.05,0.016,0.011,0.022,0.001,0.0,0.001,0.015,0.011,0.021,0.009,0.009,0.01,0
8,Taiwan,TWN,Country,2021,46145151,44692270,47431379,97817901,94738102,100544432,30621904,29519483,31746079,64911921,62575023,67294932,2716577,2058847,3418366,5758565,4364318,7246208,12806670,12104881,13464400,27147415.0,25659772,28541662,0,0,1955,1893,2009,4143,4013,4259,1297,1250,1345,2750,2651,2850,115,87,145,244,185,307,542,513,570,1150,1087,1209,0,0,0.664,0.648,0.68,0.059,0.045,0.073,0.278,0.264,0.29,0.0,0.0,0.0,0.062,0.059,0.065,0.041,0.039,0.043,0.004,0.003,0.005,0.017,0.016,0.018,0.0,0.0,0.0,3
39,Tajikistan,TJK,Country,2021,857375,832071,883683,3971835,3854617,4093710,189053,173520,205451,875798,803841,951765,1022,505,1781,4734,2338,8251,498309,478823,517971,2308445.0,2218173,2399528,168991,782858,85,82,87,392,381,404,19,17,20,86,79,94,0,0,0,0,0,1,49,47,51,228,219,237,17,77,0.22,0.207,0.236,0.001,0.001,0.002,0.581,0.567,0.594,0.197,0.191,0.203,0.085,0.082,0.087,0.019,0.017,0.02,0.0,0.0,0.0,0.049,0.047,0.051,0.017,0.017,0.017,0
18,Thailand,THA,Country,2021,24989121,23521214,26476397,74776192,70383700,79226644,17325230,16450003,18144444,51843149,49224165,54294524,5189732,4084944,6527408,15529495,12223583,19532289,2306906,1962104,2723270,6903069.0,5871303,8148976,167253,500480,375,353,397,1122,1056,1189,260,247,272,778,739,815,78,61,98,233,183,293,35,29,41,104,88,122,3,8,0.694,0.657,0.728,0.207,0.169,0.248,0.092,0.078,0.108,0.007,0.006,0.007,0.055,0.052,0.059,0.038,0.036,0.04,0.011,0.009,0.014,0.005,0.004,0.006,0.0,0.0,0.0,0
19,Timor-Leste,TLS,Country,2021,213504,201092,227921,409797,385973,437468,121359,108642,134706,232935,208525,258552,0,0,1,1,0,1,11727,10096,13636,22509.0,19379,26172,80418,154353,153,144,163,294,277,314,87,78,97,167,149,185,0,0,0,0,0,0,8,7,10,16,14,19,58,111,0.568,0.541,0.595,0.0,0.0,0.0,0.055,0.047,0.063,0.377,0.353,0.4,0.063,0.049,0.072,0.036,0.027,0.042,0.0,0.0,0.0,0.003,0.003,0.004,0.024,0.019,0.026,0
218,Togo,TGO,Country,2021,568439,548743,589637,1603422,1547862,1663216,44001,34011,55377,124117,95935,156205,21755,10999,37222,61366,31025,104995,297826,286285,310448,840092.0,807536,875693,204856,577847,68,66,70,192,185,199,5,4,7,15,11,19,3,1,4,7,4,13,36,34,37,100,97,105,24,69,0.077,0.061,0.095,0.038,0.02,0.064,0.524,0.506,0.542,0.361,0.347,0.373,0.077,0.074,0.08,0.006,0.005,0.007,0.003,0.001,0.005,0.04,0.039,0.042,0.028,0.027,0.028,0
413,Tokelau,TKL,Country,2021,1900,1706,2143,2333,2095,2631,610,434,814,748,532,1000,40,19,70,49,24,86,348,242,473,427.0,297,581,902,1108,1384,1243,1561,1700,1526,1917,444,316,593,545,388,728,29,14,51,36,17,63,254,177,345,311,217,423,657,807,0.32,0.253,0.391,0.021,0.01,0.036,0.183,0.134,0.238,0.477,0.421,0.529,0.163,0.145,0.185,0.052,0.037,0.07,0.003,0.002,0.006,0.03,0.021,0.041,0.078,0.074,0.081,0
29,Tonga,TON,Country,2021,32262,31894,32727,43303,42809,43927,18530,18312,18739,24871,24578,25153,948,671,1382,1273,901,1854,1416,1311,1525,1900.0,1759,2047,11368,15259,304,301,309,408,404,414,175,173,177,234,232,237,9,6,13,12,8,17,13,12,14,18,17,19,107,144,0.574,0.566,0.58,0.029,0.021,0.042,0.044,0.041,0.047,0.352,0.347,0.356,0.061,0.059,0.065,0.035,0.034,0.037,0.002,0.001,0.003,0.003,0.002,0.003,0.022,0.021,0.023,0
119,Trinidad and Tobago,TTO,Country,2021,2131439,2049115,2215066,2913629,2801094,3027945,999907,944375,1056508,1366850,1290939,1444222,142222,131742,153744,194415,180088,210164,989310,921498,1055373,1352364.0,1259667,1442670,0,0,1528,1469,1588,2089,2009,2171,717,677,758,980,926,1036,102,94,110,139,129,151,709,661,757,970,903,1035,0,0,0.469,0.448,0.491,0.067,0.062,0.073,0.464,0.442,0.485,0.0,0.0,0.0,0.076,0.07,0.082,0.036,0.032,0.039,0.005,0.005,0.006,0.035,0.032,0.039,0.0,0.0,0.0,3
154,Tunisia,TUN,Country,2021,3407848,3142769,3674768,11348832,10466065,12237730,1855567,1656721,2046468,6179417,5517222,6815159,172977,99118,268428,576049,330082,893921,1087213,924209,1287918,3620642.0,3077806,4289032,292091,972724,287,265,309,956,881,1031,156,140,172,520,465,574,15,8,23,49,28,75,92,78,108,305,259,361,25,82,0.545,0.502,0.586,0.051,0.03,0.078,0.319,0.278,0.359,0.086,0.079,0.093,0.076,0.069,0.083,0.041,0.037,0.046,0.004,0.002,0.006,0.024,0.02,0.029,0.006,0.006,0.007,0
40,Turkmenistan,TKM,Country,2021,4263990,3972787,4584130,6554247,6106634,7046339,673683,604026,757896,1035528,928458,1164974,221386,183603,265007,340296,282219,407347,3330941,3045651,3634016,5120042.0,4681519,5585904,37981,58381,827,770,889,1271,1184,1366,131,117,147,201,180,226,43,36,51,66,55,79,646,590,705,993,908,1083,7,11,0.158,0.14,0.178,0.052,0.043,0.062,0.781,0.759,0.803,0.009,0.008,0.01,0.079,0.057,0.118,0.012,0.009,0.019,0.004,0.003,0.006,0.062,0.044,0.093,0.001,0.001,0.001,3
416,Tuvalu,TUV,Country,2021,10717,9942,11458,10583,9818,11314,5912,5170,6623,5838,5105,6540,0,0,1,0,0,1,747,520,1016,738.0,514,1003,4057,4006,866,803,926,855,793,914,478,418,535,472,412,528,0,0,0,0,0,0,60,42,82,60,41,81,328,324,0.551,0.515,0.584,0.0,0.0,0.0,0.07,0.05,0.092,0.379,0.354,0.408,0.166,0.153,0.179,0.092,0.08,0.103,0.0,0.0,0.0,0.012,0.008,0.016,0.063,0.061,0.065,0
155,TÃ¼rkiye,TUR,Country,2021,39330234,37026691,41524330,145553504,137028540,153673424,30780861,28907292,32642965,113913947,106980231,120805227,1994348,1257824,3021121,7380690,4654961,11180576,6449969,5356301,7641169,23870074.0,19822621,28278473,105056,388792,471,443,497,1743,1641,1840,369,346,391,1364,1281,1446,24,15,36,88,56,134,77,64,91,286,237,339,1,5,0.783,0.753,0.812,0.051,0.032,0.074,0.164,0.138,0.191,0.003,0.003,0.003,0.046,0.044,0.049,0.036,0.034,0.039,0.002,0.001,0.004,0.008,0.006,0.009,0.0,0.0,0.0,0
190,Uganda,UGA,Country,2021,2435989,2277101,2623182,6760644,6319680,7280163,506692,394930,643207,1406232,1096056,1785103,90612,51457,153588,251476,142809,426255,657299,541383,780909,1824213.0,1502510,2167270,1181387,3278723,56,53,61,156,146,168,12,9,15,32,25,41,2,1,4,6,3,10,15,13,18,42,35,50,27,76,0.208,0.169,0.25,0.037,0.021,0.06,0.27,0.234,0.31,0.486,0.45,0.519,0.055,0.05,0.06,0.011,0.009,0.014,0.002,0.001,0.003,0.015,0.012,0.018,0.027,0.025,0.028,0
63,Ukraine,UKR,Country,2021,18538955,17583791,19625123,51854985,49183311,54893086,9291743,8480559,10285435,25989771,23720821,28769210,291434,157051,475789,815164,439284,1330820,8443477,8053252,8889823,23617100.0,22525611,24865566,512301,1432949,431,409,456,1206,1144,1277,216,197,239,604,552,669,7,4,11,19,10,31,196,187,207,549,524,578,12,33,0.501,0.475,0.53,0.016,0.008,0.025,0.456,0.428,0.48,0.028,0.026,0.029,0.081,0.075,0.088,0.041,0.037,0.046,0.001,0.001,0.002,0.037,0.034,0.04,0.002,0.002,0.002,0
156,United Arab Emirates,ARE,Country,2021,24003656,22939368,25127035,39530630,37777897,41380675,15727908,14778059,16689862,25901642,24337375,27485844,5649490,5374792,5905112,9303912,8851523,9724885,2626258,2261779,3024859,4325076.0,3724830,4981515,0,0,2484,2373,2600,4090,3909,4281,1627,1529,1727,2680,2518,2844,585,556,611,963,916,1006,272,234,313,447,385,515,0,0,0.655,0.638,0.673,0.235,0.223,0.25,0.109,0.095,0.124,0.0,0.0,0.0,0.05,0.047,0.052,0.033,0.03,0.035,0.012,0.011,0.012,0.005,0.005,0.006,0.0,0.0,0.0,3
95,United Kingdom,GBR,Country,2021,366360523,362122877,370568695,442013065,436900356,447090215,306454021,302907957,310507498,369736018,365457701,374626529,10211418,9746162,10677465,12320051,11758721,12882336,49695084,47787307,51640439,59956996.0,57655268,62304062,0,0,5406,5343,5468,6522,6446,6597,4522,4469,4582,5455,5392,5528,151,144,158,182,174,190,733,705,762,885,851,919,0,0,0.836,0.832,0.841,0.028,0.026,0.029,0.136,0.131,0.141,0.0,0.0,0.0,0.122,0.12,0.124,0.102,0.1,0.104,0.003,0.003,0.004,0.017,0.016,0.017,0.0,0.0,0.0,1
189,United Republic of Tanzania,TZA,Country,2021,2348510,2117871,2569502,6361818,5737047,6960457,698904,554081,870185,1893244,1500936,2357222,26177,12920,45624,70911,34999,123590,610243,469756,782561,1653073.0,1272511,2119858,1013185,2744591,40,36,44,108,98,118,12,9,15,32,26,40,0,0,1,1,1,2,10,8,13,28,22,36,17,47,0.297,0.249,0.352,0.011,0.006,0.02,0.259,0.214,0.311,0.432,0.394,0.478,0.034,0.03,0.039,0.01,0.008,0.013,0.0,0.0,0.001,0.009,0.007,0.011,0.015,0.014,0.016,0
422,United States Virgin Islands,VIR,Country,2021,122984,93428,153662,122984,93428,153662,93099,66229,124359,93099,66229,124359,4366,2155,7614,4366,2155,7614,25518,17758,34679,25518.0,17758,34679,0,0,1432,1088,1789,1432,1088,1789,1084,771,1448,1084,771,1448,51,25,89,51,25,89,297,207,404,297,207,404,0,0,0.755,0.673,0.834,0.036,0.018,0.063,0.209,0.142,0.281,0.0,0.0,0.0,0.032,0.024,0.042,0.024,0.017,0.033,0.001,0.001,0.002,0.007,0.005,0.009,0.0,0.0,0.0,3
102,United States of America,USA,Country,2021,4333917544,4246055348,4432567007,4333917544,4246055348,4432567007,2400230193,2355673697,2446304431,2400230193,2355673697,2446304431,1468187100,1408541277,1526323884,1468187100,1408541277,1526323884,465500251,420508446,516278125,465500251.0,420508446,516278125,0,0,13044,12779,13341,13044,12779,13341,7224,7090,7363,7224,7090,7363,4419,4239,4594,4419,4239,4594,1401,1266,1554,1401,1266,1554,0,0,0.554,0.544,0.564,0.339,0.328,0.348,0.107,0.098,0.118,0.0,0.0,0.0,0.174,0.17,0.178,0.096,0.094,0.098,0.059,0.056,0.061,0.019,0.017,0.021,0.0,0.0,0.0,2
99,Uruguay,URY,Country,2021,6131797,6022514,6243037,8504538,8352967,8658823,4534706,4444595,4620425,6289441,6164462,6408330,648049,612045,685503,898817,848881,950763,949042,896367,1004052,1316280.0,1243222,1392577,0,0,1810,1777,1842,2510,2465,2555,1338,1312,1363,1856,1819,1891,191,181,202,265,251,281,280,265,296,388,367,411,0,0,0.74,0.731,0.748,0.106,0.1,0.111,0.155,0.147,0.163,0.0,0.0,0.0,0.094,0.09,0.097,0.069,0.067,0.072,0.01,0.009,0.011,0.014,0.014,0.016,0.0,0.0,0.0,3
41,Uzbekistan,UZB,Country,2021,6082558,5544741,6670892,25702235,23429656,28188277,2306168,1885732,2779626,9744861,7968281,11745487,29228,14438,50926,123504,61009,215193,3598720,3245882,3980110,15206620.0,13715683,16818208,148442,627251,179,163,197,758,691,831,68,56,82,287,235,346,1,0,2,4,2,6,106,96,117,448,404,496,4,18,0.379,0.326,0.43,0.005,0.002,0.008,0.592,0.542,0.643,0.024,0.022,0.027,0.081,0.074,0.09,0.031,0.025,0.037,0.0,0.0,0.001,0.048,0.043,0.053,0.002,0.002,0.002,0
30,Vanuatu,VUT,Country,2021,51141,48375,53787,44453,42048,46753,13215,10927,15741,11487,9498,13682,1347,691,2271,1171,600,1974,3437,2472,4621,2988.0,2148,4017,33141,28807,163,154,172,142,134,149,42,35,50,37,30,44,4,2,7,4,2,6,11,8,15,10,7,13,106,92,0.258,0.224,0.297,0.026,0.014,0.044,0.067,0.049,0.091,0.649,0.616,0.685,0.048,0.045,0.05,0.012,0.01,0.015,0.001,0.001,0.002,0.003,0.002,0.004,0.031,0.03,0.032,0
133,Venezuela (Bolivarian Republic of),VEN,Country,2021,5160500,4500051,5947420,8,7,10,2311022,1889716,2810485,4,3,5,1251708,890263,1753003,2,1,3,1532980,1220733,1853693,2.0,2,3,64789,0,194,169,223,0,0,0,87,71,105,0,0,0,47,33,66,0,0,0,57,46,70,0,0,0,2,0,0.448,0.379,0.514,0.242,0.183,0.316,0.298,0.243,0.354,0.013,0.011,0.014,0.038,0.027,0.055,0.017,0.011,0.026,0.009,0.006,0.015,0.011,0.008,0.016,0.0,0.0,0.001,0
20,Viet Nam,VNM,Country,2021,17157028,16018419,18388774,55771799,52070558,59775798,7375907,6837821,7939736,23976625,22227484,25809446,2371602,1479642,3517424,7709291,4809825,11433976,7005556,6549862,7477782,22772735.0,21291426,24307785,403962,1313147,171,160,184,557,520,597,74,68,79,239,222,258,24,15,35,77,48,114,70,65,75,227,212,243,4,13,0.43,0.395,0.464,0.138,0.09,0.196,0.409,0.374,0.437,0.024,0.022,0.025,0.044,0.041,0.048,0.019,0.018,0.021,0.006,0.004,0.009,0.018,0.017,0.019,0.001,0.001,0.001,0
157,Yemen,YEM,Country,2021,1235685,1048202,1441821,3558888,3018917,4152578,128212,91879,172664,369263,264620,497289,8926,4403,15580,25709,12682,44872,707517,523049,913465,2037713.0,1506429,2630863,391030,1126203,37,31,43,106,90,123,4,3,5,11,8,15,0,0,0,1,0,1,21,16,27,61,45,78,12,33,0.104,0.073,0.138,0.007,0.004,0.012,0.57,0.501,0.636,0.319,0.271,0.373,0.059,0.042,0.087,0.006,0.004,0.01,0.0,0.0,0.001,0.034,0.022,0.053,0.019,0.014,0.026,0
191,Zambia,ZMB,Country,2021,1745633,1679432,1810712,4574943,4401444,4745500,801452,741534,861495,2100441,1943406,2257800,21276,10554,37116,55759,27659,97273,132765,112287,154146,347949.0,294281,403984,790141,2070795,89,86,93,235,226,243,41,38,44,108,100,116,1,1,2,3,1,5,7,6,8,18,15,21,41,106,0.459,0.438,0.479,0.012,0.006,0.021,0.076,0.064,0.088,0.453,0.436,0.47,0.06,0.057,0.063,0.028,0.025,0.03,0.001,0.0,0.001,0.005,0.004,0.005,0.027,0.026,0.028,0
198,Zimbabwe,ZWE,Country,2021,763690,762048,765784,998392,996244,1001129,6577,5130,8293,8598,6707,10842,2009,1231,3158,2627,1609,4128,1648,1273,2101,2154.0,1664,2747,753457,985013,49,49,49,64,64,64,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,63,0.009,0.007,0.011,0.003,0.002,0.004,0.002,0.002,0.003,0.987,0.984,0.989,0.026,0.025,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.025,0.027,0
